No	ExtEHR resource	ExtEHR field	ExtEHR #	ExtEHR description	ExtEHR type	Ext binding	ExtEHR source	Mapped Resource	Mapped Field	EQ				Modeling	Needs work	Actor	Section											
787	EHDSImagingStudy	 series.bodySite	 0..1	 Body part (with laterality) examined	 EHDSBodyStructure	   	 Body part (with laterality) examined 																					
788	EHDSImagingStudy	 series.specimen	 0..*	 Specimen imaged	 EHDSSpecimen	   	 Specimen imaged 																					
789	EHDSImagingStudy	 series.started	 0..1	 When the series started	 dateTime	   	 When the series started 																					
790	EHDSImagingStudy	 series.instancesInTheSeries	 0..*	 Each series has one or more instances, but they may be absent when no instance information needs to be conveyed	 Base	   	 Each series has one or more instances, but they may be absent when no instance information needs to be conveyed 																					
791	EHDSImagingStudy	 series.instancesInTheSeries.instanceTitle	 0..1	 Instance title that is the description of the instance.	 string	   	 Instance title that is the description of the instance. 																					
792	EHDSImagingStudy	 series.instancesInTheSeries.instanceUid	 1..1	 DICOM SOP Instance UID	 Identifier	   	 DICOM SOP Instance UID 																					
793	EHDSImagingStudy	 series.instancesInTheSeries.sopClass	 1..1	 SOP class - DICOM class type	 uri	   	 SOP class - DICOM class type 																					
794	EHDSImagingStudy	 series.instancesInTheSeries.instanceNumber	 0..1	 The number of this instance in the series	 integer	   	 The number of this instance in the series 																					
795	EHDSImagingStudy	 series.instancesInTheSeries.numberOfFrames	 0..1	 The number of frames in a multiframe instance	 integer	   	 The number of frames in a multiframe instance 																					
796	EHDSImmunisation	 	 0..*	 EHDS refined base model for Immunisation	 	   	 Immunisation model 																					
797	EHDSImmunisation	 header	 1..1	 Common header for all patient-related data	 Base	   	 Common header for all patient-related data 																					
798	EHDSImmunisation	 header.subject	 1..1	 Patient/subject information	 EHDSPatient	   	 Subject 																					
799	EHDSImmunisation	 header.identifier	 0..*	 Business identifier for the object	 Identifier	   	 Business identifier for the object 																					
800	EHDSImmunisation	 header.authorship	 1..*	 Resource authoring details	 Base	   	 Authorship 																					
801	EHDSImmunisation	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSHealthProfessional	   	 Author 																					
802	EHDSImmunisation	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSOrganisation	   	 Author 																					
803	EHDSImmunisation	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSDevice	   	 Author 																					
804	EHDSImmunisation	 header.authorship.datetime	 1..1	 Date and time of the issuing the document/resource by its author.	 dateTime	   	 Date and time of authoring/issuing 																					
805	EHDSImmunisation	 header.lastUpdate	 0..1	 Date and time of the last update to the document/information	 dateTime	   	 Date and time of the last update to the resource 																					
806	EHDSImmunisation	 header.status	 1..1	 Indicates the current status of the immunisation event (completed, not-done).	 CodeableConcept	   	 Status of the resource 																					
807	EHDSImmunisation	 header.statusReason[x]	 0..1	 Reason for the current status of the resource.	 CodeableConcept	   	 Reason for the current status of the resource. 																					
808	EHDSImmunisation	 header.statusReason[x]	 0..1	 Reason for the current status of the resource.	 string	   	 Reason for the current status of the resource. 																					
809	EHDSImmunisation	 header.language	 0..1	 Language in which the resource is written. Language is expressed by the IETF language tag.	 CodeableConcept	 BCP 47 (preferred)  	 Language 																					
810	EHDSImmunisation	 header.version	 0..1	 Business version of the resource.	 string	   	 Version 																					
811	EHDSImmunisation	 presentedForm	 0..*	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	 EHDSAttachment	   	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document 																					
812	EHDSImmunisation	 diseaseOrAgentTargeted	 0..*	 Disease or agent that the vaccination provides protection against.	 CodeableConcept	 ICD-10, SNOMED CT (preferred)  	 Disease or agent targeted 																					
813	EHDSImmunisation	 vaccine	 1..1	 Generic description of the vaccine/prophylaxis or its component(s).	 CodeableConcept	 SNOMED CT, ATC (preferred)  	 Type of vaccine 																					
814	EHDSImmunisation	 administeredProduct	 0..1	 Administered medicinal product	 EHDSMedication	   	 Administered medicinal product 																					
815	EHDSImmunisation	 doseNumber	 0..1	 Order in the vaccination course.	 integer	   	 Number in a series of vaccinations / doses 																					
816	EHDSImmunisation	 dateOfVaccination	 1..1	 The date and time when the vaccination was administered	 date	   	 Date of vaccination 																					
817	EHDSImmunisation	 administeringCentre	 0..*	 Name/code of administering centre or a health authority responsible for the vaccination event	 EHDSOrganisation	   	 Administering centre 																					
818	EHDSImmunisation	 vaccineAdministrator	 0..*	 Health professional responsible for administering the vaccine or prophylaxis	 EHDSHealthProfessional	   	 Administrator of vaccine 																					
819	EHDSImmunisation	 nextVaccinationDate	 0..1	 The date when the vaccination is planned to be given/repeated (e.g. next dose)	 date	   	 Next vaccination date 																					
820	EHDSInfectiousContact	 	 0..*	 EHDS refined base model for an infectious contact	 	   	 Infectious contact model 																					
821	EHDSInfectiousContact	 header	 1..1	 Common header for all patient-related data	 Base	   	 Common header for all patient-related data 																					
822	EHDSInfectiousContact	 header.subject	 1..1	 Patient/subject information	 EHDSPatient	   	 Subject 																					
823	EHDSInfectiousContact	 header.identifier	 0..*	 Business identifier for the object	 Identifier	   	 Business identifier for the object 																					
824	EHDSInfectiousContact	 header.authorship	 1..*	 Resource authoring details	 Base	   	 Authorship 																					
825	EHDSInfectiousContact	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSHealthProfessional	   	 Author 																					
826	EHDSInfectiousContact	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSOrganisation	   	 Author 																					
827	EHDSInfectiousContact	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSDevice	   	 Author 																					
828	EHDSInfectiousContact	 header.authorship.datetime	 1..1	 Date and time of the issuing the document/resource by its author.	 dateTime	   	 Date and time of authoring/issuing 																					
829	EHDSInfectiousContact	 header.lastUpdate	 0..1	 Date and time of the last update to the document/information	 dateTime	   	 Date and time of the last update to the resource 																					
830	EHDSInfectiousContact	 header.status	 1..1	 Status of the resource	 CodeableConcept	   	 Status of the resource 																					
831	EHDSInfectiousContact	 header.statusReason[x]	 0..1	 Reason for the current status of the resource.	 CodeableConcept	   	 Reason for the current status of the resource. 																					
832	EHDSInfectiousContact	 header.statusReason[x]	 0..1	 Reason for the current status of the resource.	 string	   	 Reason for the current status of the resource. 																					
833	EHDSInfectiousContact	 header.language	 0..1	 Language in which the resource is written. Language is expressed by the IETF language tag.	 CodeableConcept	 BCP 47 (preferred)  	 Language 																					
834	EHDSInfectiousContact	 header.version	 0..1	 Business version of the resource.	 string	   	 Version 																					
835	EHDSInfectiousContact	 presentedForm	 0..*	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	 EHDSAttachment	   	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document 																					
836	EHDSInfectiousContact	 infectiousAgent	 0..*	 Information about a suspected infectious agent or agents the person was exposed to.	 CodeableConcept	 ICD-10, SNOMED CT (preferred)  	 Information about a suspected infectious agent or agents the person was exposed to. 																					
837	EHDSInfectiousContact	 timePeriod[x]	 0..1	 A date and duration or date time interval of contact. Partial dates are allowed.	 dateTime	   	 A date and duration or date time interval of contact. Partial dates are allowed. 																					
838	EHDSInfectiousContact	 timePeriod[x]	 0..1	 A date and duration or date time interval of contact. Partial dates are allowed.	 Period	   	 A date and duration or date time interval of contact. Partial dates are allowed. 																					
839	EHDSInfectiousContact	 proximity[x]	 0..1	 Proximity to the source/carrier of the infectious agent during exposure. Proximity could be expressed by text, code (direct, indirect) or value specifying distance from the infectious agent carrier.	 CodeableConcept	   	 Proximity to the source/carrier of the infectious agent during exposure. Proximity could be expressed by text, code (direct, indirect) or value specifying distance from the infectious agent carrier. 																					
840	EHDSInfectiousContact	 proximity[x]	 0..1	 Proximity to the source/carrier of the infectious agent during exposure. Proximity could be expressed by text, code (direct, indirect) or value specifying distance from the infectious agent carrier.	 Quantity	   	 Proximity to the source/carrier of the infectious agent during exposure. Proximity could be expressed by text, code (direct, indirect) or value specifying distance from the infectious agent carrier. 																					
841	EHDSInfectiousContact	 country	 0..1	 Country in which the person was potentially exposed to an infectious agent.	 CodeableConcept	 ISO 3166-1 alpha-2 (preferred)  	 Country in which the person was potentially exposed to an infectious agent. 																					
842	EHDSInfectiousContact	 note	 0..1	 A textual note with additional information about infectious contact.	 string	   	 A textual note with additional information about infectious contact. 																					
843	EHDSLaboratoryObservation	 	 0..*	 EHDS refined base model for Observation performed by laboratory	 	   	 Laboratory observation model 																					
844	EHDSLaboratoryObservation	 header	 1..1	 Common header for all patient-related data	 Base	   	 Common header for all patient-related data 																					
845	EHDSLaboratoryObservation	 header.subject	 1..1	 Patient/subject information	 EHDSPatient	   	 Patient who is receiving health care. This patient might be different from the direct subject of the observation. 																					
846	EHDSLaboratoryObservation	 header.identifier	 0..*	 Business identifier for the object	 Identifier	   	 Business identifier for the object 																					
847	EHDSLaboratoryObservation	 header.authorship	 1..*	 Resource authoring details	 Base	   	 Authorship 																					
848	EHDSLaboratoryObservation	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSHealthProfessional	   	 Author 																					
849	EHDSLaboratoryObservation	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSOrganisation	   	 Author 																					
850	EHDSLaboratoryObservation	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSDevice	   	 Author 																					
851	EHDSLaboratoryObservation	 header.authorship.datetime	 1..1	 Date and time of the issuing the document/resource by its author.	 dateTime	   	 Date and time of authoring/issuing 																					
852	EHDSLaboratoryObservation	 header.lastUpdate	 0..1	 Date and time of the last update to the document/information	 dateTime	   	 Date and time of the last update to the resource 																					
853	EHDSLaboratoryObservation	 header.status	 1..1	 Status of the resource	 CodeableConcept	 HL7 Observation status (preferred)  	 Status of the resource 																					
854	EHDSLaboratoryObservation	 header.statusReason[x]	 0..1	 Reason for the current status of the resource.	 CodeableConcept	   	 Reason for the current status of the resource. 																					
855	EHDSLaboratoryObservation	 header.statusReason[x]	 0..1	 Reason for the current status of the resource.	 string	   	 Reason for the current status of the resource. 																					
856	EHDSLaboratoryObservation	 header.language	 0..1	 Language in which the resource is written. Language is expressed by the IETF language tag.	 CodeableConcept	 BCP 47 (preferred)  	 Language 																					
857	EHDSLaboratoryObservation	 header.version	 0..1	 Business version of the resource.	 string	   	 Version 																					
858	EHDSLaboratoryObservation	 presentedForm	 0..*	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	 EHDSAttachment	   	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document 																					
859	EHDSLaboratoryObservation	 header.directSubject[x]	 0..1	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	 EHDSPatient	   	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device 																					
860	EHDSLaboratoryObservation	 header.directSubject[x]	 0..1	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	 EHDSPatientAnimal	   	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device 																					
861	EHDSLaboratoryObservation	 header.directSubject[x]	 0..1	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	 EHDSLocation	   	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device 																					
862	EHDSLaboratoryObservation	 header.directSubject[x]	 0..1	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	 EHDSDevice	   	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device 																					
863	EHDSLaboratoryObservation	 header.directSubject[x]	 0..1	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	 EHDSHealthProfessional	   	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device 																					
864	EHDSLaboratoryObservation	 header.directSubject[x]	 0..1	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	 EHDSOrganisation	   	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device 																					
865	EHDSLaboratoryObservation	 header.directSubject[x]	 0..1	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	 EHDSProcedure	   	 The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device 																					
866	EHDSLaboratoryObservation	 observationDate[x]	 1..1	 Clinically relevant time or time period for the observation	 dateTime	   	 Clinically relevant time or time period for the observation 																					
867	EHDSLaboratoryObservation	 observationDate[x]	 1..1	 Clinically relevant time or time period for the observation	 Period	   	 Clinically relevant time or time period for the observation 																					
868	EHDSLaboratoryObservation	 code	 1..1	 Code representing the observation using the agreed code systems.	 CodeableConcept	 LOINC, NPU (preferred)  	 Observation code 																					
869	EHDSLaboratoryObservation	 originalName	 0..1	 Original (conventional) name of the observation	 string	   	 Original (conventional) name of the observation 																					
870	EHDSLaboratoryObservation	 method	 0..1	 Observation method (measurement principle) to obtain the result.	 CodeableConcept	 SNOMED CT (preferred)  	 Observation method 																					
871	EHDSLaboratoryObservation	 order	 0..1	 Identifies order and order placer this observation belongs to	 EHDSServiceRequest	   	 Identifies order and order placer this observation belongs to 																					
872	EHDSLaboratoryObservation	 performer	 0..1	 Performer	 EHDSHealthProfessional	   	 Performer 																					
873	EHDSLaboratoryObservation	 anatomicLocation	 0..1	 Anatomic location and laterality where the observation was performed.	 EHDSBodyStructure	   	 Anatomic location and laterality where the observation was performed. 																					
874	EHDSLaboratoryObservation	 result	 0..1	 Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation.	 Base	   	 Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation. 																					
875	EHDSLaboratoryObservation	 result.value[x]	 1..1	 Observation result value according to the type of observation	 string	 UCUM for units, SNOMED CT for coded results (preferred)  	 Observation result value according to the type of observation 																					
876	EHDSLaboratoryObservation	 result.value[x]	 1..1	 Observation result value according to the type of observation	 Quantity	 UCUM for units, SNOMED CT for coded results (preferred)  	 Observation result value according to the type of observation 																					
877	EHDSLaboratoryObservation	 result.value[x]	 1..1	 Observation result value according to the type of observation	 Range	 UCUM for units, SNOMED CT for coded results (preferred)  	 Observation result value according to the type of observation 																					
878	EHDSLaboratoryObservation	 result.value[x]	 1..1	 Observation result value according to the type of observation	 CodeableConcept	 UCUM for units, SNOMED CT for coded results (preferred)  	 Observation result value according to the type of observation 																					
879	EHDSLaboratoryObservation	 result.uncertainty	 0..1	 Measurement uncertainty type and interval if needed.	 Base	   	 Measurement uncertainty type and interval if needed. 																					
880	EHDSLaboratoryObservation	 dataAbsentReason	 0..1	 Provides a reason why the expected value in the element Observation.value[x] is missing.	 CodeableConcept	 HL7 Data absent reason (preferred)  	 Provides a reason why the expected value in the element Observation.value[x] is missing. 																					
881	EHDSLaboratoryObservation	 referenceRange	 0..*	 Reference range, multiple reference ranges of different types culd by provided. Provides guide for interpretation of result.	 Base	   	 Reference range, multiple reference ranges of different types culd by provided. Provides guide for interpretation of result. 																					
882	EHDSLaboratoryObservation	 interpretation	 0..*	 Information about reference intervals and result interpretation.	 CodeableConcept	 SNOMED CT, HL7 ObservationInterpretation (preferred)  	 Information about reference intervals and result interpretation. 																					
883	EHDSLaboratoryObservation	 resultDescription	 0..1	 Comments and narrative representation of the observation result and findings.	 string	   	 Comments and narrative representation of the observation result and findings. 																					
884	EHDSLaboratoryObservation	 component	 0..*	 Component in case the observation consists of multiple sub-observations (e.g. blood pressure).	 Base	   	 Component in case the observation consists of multiple sub-observations (e.g. blood pressure). 																					
885	EHDSLaboratoryObservation	 component.code	 1..1	 Code representing the observation using the agreed code systems.	 CodeableConcept	 LOINC, NPU, SNOMED CT (preferred)  	 Code representing the observation using the agreed code systems. 																					
886	EHDSLaboratoryObservation	 component.result	 0..1	 Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation.	 Base	   	 Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation. 																					
887	EHDSLaboratoryObservation	 component.result.value[x]	 1..1	 Observation result value according to the type of observation	 string	   	 Observation result value according to the type of observation 																					
888	EHDSLaboratoryObservation	 component.result.value[x]	 1..1	 Observation result value according to the type of observation	 Quantity	   	 Observation result value according to the type of observation 																					
889	EHDSLaboratoryObservation	 component.result.value[x]	 1..1	 Observation result value according to the type of observation	 Range	   	 Observation result value according to the type of observation 																					
890	EHDSLaboratoryObservation	 component.result.value[x]	 1..1	 Observation result value according to the type of observation	 CodeableConcept	   	 Observation result value according to the type of observation 																					
891	EHDSLaboratoryObservation	 component.result.uncertainty	 0..1	 Measurement uncertainty type and interval if needed.	 Base	   	 Measurement uncertainty type and interval if needed. 																					
892	EHDSLaboratoryObservation	 component.dataAbsentReason	 0..1	 Provides a reason why the expected value in the element Observation.value[x] is missing.	 CodeableConcept	 HL7 Data absent reason (preferred)  	 Provides a reason why the expected value in the element Observation.value[x] is missing. 																					
893	EHDSLaboratoryObservation	 component.referenceRange	 0..*	 Reference range, multiple reference ranges of different types culd by provided. Provides guide for interpretation of result.	 Base	   	 Reference range, multiple reference ranges of different types culd by provided. Provides guide for interpretation of result. 																					
894	EHDSLaboratoryObservation	 component.interpretation	 0..*	 Information about reference intervals and result interpretation.	 CodeableConcept	 SNOMED CT, HL7 ObservationInterpretation (preferred)  	 Information about reference intervals and result interpretation. 																					
895	EHDSLaboratoryObservation	 derivedFrom[x]	 0..*	 Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	 EHDSObservation	   	 Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image. 																					
896	EHDSLaboratoryObservation	 derivedFrom[x]	 0..*	 Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	 EHDSLaboratoryObservation	   	 Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image. 																					
897	EHDSLaboratoryObservation	 derivedFrom[x]	 0..*	 Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	 EHDSImagingStudy	   	 Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image. 																					
898	EHDSLaboratoryObservation	 triggeredBy[x]	 0..*	 References to the observation(s) that triggered the performance of this observation.	 EHDSLaboratoryObservation	   	 References to the observation(s) that triggered the performance of this observation. 																					
899	EHDSLaboratoryObservation	 triggeredBy[x]	 0..*	 References to the observation(s) that triggered the performance of this observation.	 EHDSObservation	   	 References to the observation(s) that triggered the performance of this observation. 																					
900	EHDSLaboratoryObservation	 hasMember[x]	 0..*	 This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.	 EHDSLaboratoryObservation	   	 This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group. 																					
901	EHDSLaboratoryObservation	 hasMember[x]	 0..*	 This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.	 EHDSObservation	   	 This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group. 																					
902	EHDSLaboratoryObservation	 testKit	 0..1	 Laboratory test kit used during measurement.	 EHDSDevice	   	 Test kit 																					
903	EHDSLaboratoryObservation	 calibrator	 0..1	 Information about which end-user calibrator the laboratory used for the measurement to indicate the metrological traceability chain. 	 Identifier	   	 Calibrator 																					
904	EHDSLaboratoryObservation	 accreditationStatus	 0..1	 Accreditation status of the laboratory for the particular observation.	 CodeableConcept	 Code system to be specified (preferred)  	 Accreditation status 																					
905	EHDSLaboratoryObservation	 previousResults	 0..*	 Previous results of the same observation	 EHDSLaboratoryObservation	   	 Previous results 																					
906	EHDSLaboratoryOrder	 	 0..*	 A - EHDS refined base model for Laboratory order	 	   	 Laboratory order 																					
907	EHDSLaboratoryOrder	 laboratoryOrderHeader	 1..1	 Laboratory Order header	 EHDSLaboratoryOrderHeader	   	 A.1 - Laboratory Order header 																					
908	EHDSLaboratoryOrder	 laboratoryOrderStructuredBody	 0..1	 Laboratory order body	 EHDSLaboratoryOrderBody	   	 A.2 - Laboratory order structured body 																					
909	EHDSLaboratoryOrder	 presentedForms	 0..*	 Entire report as issued. Various formats could be provided,  pdf format is recommended.	 EHDSAttachment	   	 A.3 - Attachment 																					
910	EHDSLaboratoryOrder	 laboratoryOrderAttachments[x]	 0..*	 Document attachments	 EHDSAttachment	   	 A.4 - Attachment, Media 																					
911	EHDSLaboratoryOrder	 laboratoryOrderAttachments[x]	 0..*	 Document attachments	 EHDSMedia	   	 A.4 - Attachment, Media 																					
912	EHDSLaboratoryOrderBody	 	 0..*	 B.1 - EHDS refined base model for Laboratory order body	 	   	 Laboratory order body model 																					
913	EHDSLaboratoryOrderBody	 orderInformation	 0..*	 Order Information	 Base	   	 Order Information 																					
914	EHDSLaboratoryOrderBody	 orderInformation.orderId	 1..*	 An identifier of the laboratory test order.	 Identifier	   	 An identifier of the laboratory test order. 																					
915	EHDSLaboratoryOrderBody	 orderInformation.orderDateAndTime	 0..1	 Date and time of the order placement.	 dateTime	   	 Date and time of the order placement. 																					
916	EHDSLaboratoryOrderBody	 orderInformation.orderText	 0..1	 A verbal description of the order or any supplementary requirements specific to each type of order, if they cannot be expressed formally.	 string	   	 A verbal description of the order or any supplementary requirements specific to each type of order, if they cannot be expressed formally. 																					
917	EHDSLaboratoryOrderBody	 orderInformation.orderPlacer[x]	 0..1	 The person/organisation "authorised" to place the order. Order placer could be either a health professional, health professional organisation or the patient himself.	 EHDSHealthProfessional	   	 The person/organisation "authorised" to place the order. Order placer could be either a health professional, health professional organisation or the patient himself. 																					
918	EHDSLaboratoryOrderBody	 orderInformation.orderPlacer[x]	 0..1	 The person/organisation "authorised" to place the order. Order placer could be either a health professional, health professional organisation or the patient himself.	 EHDSOrganisation	   	 The person/organisation "authorised" to place the order. Order placer could be either a health professional, health professional organisation or the patient himself. 																					
919	EHDSLaboratoryOrderBody	 orderInformation.orderPlacer[x]	 0..1	 The person/organisation "authorised" to place the order. Order placer could be either a health professional, health professional organisation or the patient himself.	 EHDSPatient	   	 The person/organisation "authorised" to place the order. Order placer could be either a health professional, health professional organisation or the patient himself. 																					
920	EHDSLaboratoryOrderBody	 orderInformation.orderReasonText	 0..*	 An explanation or justification for why this service is being requested in textual form.	 string	   	 An explanation or justification for why this service is being requested in textual form. 																					
921	EHDSLaboratoryOrderBody	 orderInformation.orderReason[x]	 0..*	 An explanation or justification for why this service is being requested in coded or structured form.	 CodeableConcept	 SNOMED CT (preferred)  	 An explanation or justification for why this service is being requested in coded or structured form. 																					
922	EHDSLaboratoryOrderBody	 orderInformation.orderReason[x]	 0..*	 An explanation or justification for why this service is being requested in coded or structured form.	 EHDSCondition	 SNOMED CT (preferred)  	 An explanation or justification for why this service is being requested in coded or structured form. 																					
923	EHDSLaboratoryOrderBody	 orderInformation.orderReason[x]	 0..*	 An explanation or justification for why this service is being requested in coded or structured form.	 EHDSObservation	 SNOMED CT (preferred)  	 An explanation or justification for why this service is being requested in coded or structured form. 																					
924	EHDSLaboratoryOrderBody	 orderInformation.clinicalQuestion	 0..1	 Specification of clinical question (goal of the investigation) to be answered by the laboratory investigation.	 string	   	 Specification of clinical question (goal of the investigation) to be answered by the laboratory investigation. 																					
925	EHDSLaboratoryOrderBody	 encounter	 0..1	 An encounter that provides additional information about the healthcare context in which this order is made.	 Reference	   	 An encounter that provides additional information about the healthcare context in which this order is made. 																					
926	EHDSLaboratoryOrderBody	 supportingInformation	 0..1	 Additional clinical information about the patient or specimen that may influence the services or their interpretations. This information includes diagnosis, clinical findings and other observations. In laboratory ordering these are typically referred to as 'ask at order entry questions (AOEs).' This includes observations explicitly requested by the producer (filler) to provide context or supporting information needed to complete the order. For example, reporting the amount of inspired oxygen for blood gas measurements.	 Base	   	 Additional clinical information about the patient or specimen that may influence the services or their interpretations. This information includes diagnosis, clinical findings and other observations. In laboratory ordering these are typically referred to as 'ask at order entry questions (AOEs).' This includes observations explicitly requested by the producer (filler) to provide context or supporting information needed to complete the order. For example, reporting the amount of inspired oxygen for blood gas measurements. 																					
927	EHDSLaboratoryOrderBody	 supportingInformation.observation	 0..*	 Clinical findings and other observations.	 EHDSObservation	   	 Clinical findings and other observations. 																					
928	EHDSLaboratoryOrderBody	 supportingInformation.condition	 0..*	 Condition that may influence the service or result interpretation.	 EHDSCondition	   	 Condition that may influence the service or result interpretation. 																					
929	EHDSLaboratoryOrderBody	 supportingInformation.medicationAdministration	 0..*	 Medication administered before ordering the service.	 EHDSMedicationAdministration	   	 Medication administered before ordering the service. 																					
930	EHDSLaboratoryOrderBody	 supportingInformation.sexForClinicalUse	 0..*	 A Sex Parameter for Clinical Use is a parameter that provides guidance on how a recipient should apply settings or reference ranges that are derived from observable information such as an organ inventory, recent hormone lab tests, genetic testing, menstrual status, obstetric history, etc.. This property is intended for use in clinical decision making, and indicates that treatment or diagnostic tests should consider best practices associated with the relevant reference population	 CodeableConcept	 HL7 sex-parameter-for-clinical-use (preferred)  	 A Sex Parameter for Clinical Use is a parameter that provides guidance on how a recipient should apply settings or reference ranges that are derived from observable information such as an organ inventory, recent hormone lab tests, genetic testing, menstrual status, obstetric history, etc.. This property is intended for use in clinical decision making, and indicates that treatment or diagnostic tests should consider best practices associated with the relevant reference population 																					
931	EHDSLaboratoryOrderBody	 supportingInformation.vaccination	 0..*	 Vaccination history of the patient.	 EHDSImmunisation	   	 Vaccination history of the patient. 																					
932	EHDSLaboratoryOrderBody	 supportingInformation.otherSupportingInformation	 0..*	 Any other type of relevant supporting information	 Resource	   	 Any other type of relevant supporting information 																					
933	EHDSLaboratoryOrderBody	 specimen	 0..*	 Specimen information	 EHDSSpecimen	   	 Specimen information 																					
934	EHDSLaboratoryOrderBody	 serviceRequests	 0..*	 Specification of requested service or services	 EHDSServiceRequest	   	 Specification of requested service or services 																					
935	EHDSLaboratoryOrderBody	 allergy	 0..*	 Allergies and intolerances that may affect order execution or interpretation of results	 EHDSAllergyIntolerance	   	 Allergies and intolerances that may affect order execution or interpretation of results 																					
936	EHDSLaboratoryOrderBody	 alerts	 0..*	 Alerts and warnings that may affect order execution or interpretation of results	 EHDSAlert	   	 Alerts and warnings that may affect order execution or interpretation of results 																					
937	EHDSLaboratoryOrderBody	 appointment	 0..1	 Information about the appointment (if the appointment has been booked)	 EHDSAppointment	   	 Information about the appointment (if the appointment has been booked) 																					
938	EHDSLaboratoryOrderHeader	 	 0..*	 A.1 - EHDS refined base model for Laboratory order header data elements	 	   	 Laboratory order header model 																					
939	EHDSLaboratoryOrderHeader	 subject	 1..1	 Patient/subject information	 EHDSPatient	   	 A.1.1 - Subject 																					
940	EHDSLaboratoryOrderHeader	 healthInsuranceAndPaymentInformation	 0..*	 Health insurance information (Health insurance information is not always required, however, in some jurisdictions, the insurance number is also used as the patient identifier. It is necessary not just for identification but also forms access to funding for care.)	 EHDSCoverage	   	 A.1.4 - Health insurance and payment information 																					
941	EHDSLaboratoryOrderHeader	 intendedRecipient	 0..*	 Information recipient (intended recipient or recipients of the report, additional recipients might be identified by the ordering party, e.g. GP, other specialist), if applicable	 Reference	   	 A.1.5 - Intended recipient 																					
942	EHDSLaboratoryOrderHeader	 authorship	 1..*	 Information about author or authors of the document	 Base	   	 A.1.6 - Authorship 																					
943	EHDSLaboratoryOrderHeader	 authorship.author	 1..1	 Author by whom the document was/were authored. Multiple authors could be provided.	 EHDSHealthProfessional	   	 A.1.6.1 - Author 																					
